Sequence_id	Greengene_id	Percentage_identity	E-value	Classification
313|rev|TwinStudy_READ_09093057	191129	99.3	4e-70	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
315|rev|TwinStudy_READ_09138344	198387	100.0	1e-51	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
316|rev|TwinStudy_READ_09100242	187764	100.0	1e-31	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
317|rev|TwinStudy_READ_09215122	107464	98.8	6e-37	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
318|rev|TwinStudy_READ_09114563	1875	100.0	1e-31	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Exiguobacterium; Unclassified; otu_1375
319|rev|TwinStudy_READ_08921104	195858	95.7	2e-47	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Unclassified; otu_1498
320|rev|TwinStudy_READ_09152727	183819	100.0	3e-45	ncbi:Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter; Unclassified; otu_2541
321|rev|TwinStudy_READ_08955709	199714	100.0	5e-31	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
322|rev|TwinStudy_READ_09170245	154764	100.0	1e-31	ncbi:Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Hyphomonadaceae; Maricaulis; otu_2288
323|rev|TwinStudy_READ_09034424	137514	90.3	3e-34	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
325|rev|TwinStudy_READ_08917189	175182	100.0	5e-57	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
326|rev|TwinStudy_READ_09201691	196291	100.0	6e-34	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
327|rev|TwinStudy_READ_09141027	196291	100.0	6e-34	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
329|rev|TwinStudy_READ_08996216	137482	98.8	2e-37	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
331|rev|TwinStudy_READ_09067057	195858	95.4	2e-33	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Unclassified; otu_1498
334|rev|TwinStudy_READ_08974902	149504	100.0	2e-33	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
335|rev|TwinStudy_READ_09213119	193897	97.0	8e-43	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
341|rev|TwinStudy_READ_08966089	195646	98.7	1e-34	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
